,x,y
0,0.0,20.14901424590337
1,0.010101010101010102,19.978722729850666
2,0.020202020202020204,20.234710601834248
3,0.030303030303030304,20.51751501752847
4,0.04040404040404041,20.010562068391078
5,0.05050505050505051,20.030769013925347
6,0.06060606060606061,20.59497596586434
7,0.07070707070707072,20.371644560160014
8,0.08080808080808081,20.020773845835677
9,0.09090909090909091,20.344586194893974
10,0.10101010101010102,20.062994894176462
11,0.11111111111111112,20.082503296151145
12,0.12121212121212122,20.315012923894052
13,0.13131313131313133,19.688642189228922
14,0.14141414141414144,19.765352933074375
15,0.15151515151515152,20.13434404425801
16,0.16161616161616163,20.019382987131994
17,0.17171717171717174,20.437708543212924
18,0.18181818181818182,20.09122914098
19,0.19191919191919193,19.960147273437798
20,0.20202020202020204,20.84373503471687
21,0.21212121212121213,20.356509534096464
22,0.22222222222222224,20.46470290585082
23,0.23232323232323235,20.037222008782425
24,0.24242424242424243,20.32153366749093
25,0.25252525252525254,20.538327281963465
26,0.26262626262626265,20.179954452025836
27,0.27272727272727276,20.658163950958247
28,0.2828282828282829,20.385464958680927
29,0.29292929292929293,20.4983504609206
30,0.30303030303030304,20.425548622391787
31,0.31313131313131315,21.18194608161531
32,0.32323232323232326,20.642415479043265
33,0.33333333333333337,20.349353387979896
34,0.3434343434343435,20.933632160499645
35,0.3535353535353536,20.340817612079398
36,0.36363636363636365,20.789931805774152
37,0.37373737373737376,20.159573710310816
38,0.38383838383838387,20.36922095300724
39,0.393939393939394,20.846937158639527
40,0.4040404040404041,21.029620782079434
41,0.4141414141414142,20.87969331263982
42,0.42424242424242425,20.813790363768376
43,0.43434343434343436,20.778355760010083
44,0.4444444444444445,20.445332291778662
45,0.4545454545454546,20.6931376465725
46,0.4646464646464647,20.791101298004996
47,0.4747474747474748,21.266631617360623
48,0.48484848484848486,21.072782456567506
49,0.494949494949495,20.46098694329017
50,0.5050505050505051,21.10732620091945
51,0.5151515151515152,20.914778346178135
52,0.5252525252525253,20.847428450413265
53,0.5353535353535354,21.25420995735933
54,0.5454545454545455,21.400208947657877
55,0.5555555555555556,21.39049514684597
56,0.5656565656565657,20.87954787434634
57,0.5757575757575758,21.05875143875979
58,0.5858585858585859,21.271096201138242
59,0.595959595959596,21.484582730055898
